,wine_name,taster,desc,rating,Price,Designation,Variety,Appellation,Winery,Alcohol,Bottle Size,Category,Date Published,User Avg Rating,Importer,badge
622,Domaine de la Madone 2008 Le Perreon  (Beaujolais-Villages),Roger Voss,"A rich style, with ripe black fruits, touches of fig and firm tannins. For a Villages, this is powerful and dense, with ripe, warm licorice. Acidity comes through finally, giving a lift of freshness but not taking away from the richness.",87,N/A,Le Perreon,Gamay,"Beaujolais-Villages, Beaujolais, France",Domaine de la Madone,13%,750 ml,Red,11/1/2009,Not rated yet [Add Your Review],"Skurnik Wines, Inc",
623,Lucania 2005 Damaschito  (Aglianico del Vulture),,"Pretty, lush and modern, this well-extracted Aglianico del Vulture offers aromas of soft spice, cumin, cinnamon, church incense and candied fruit. Its color is ruby red and lively, and the wine delivers loads of vibrant spice.",90,$35,Damaschito,"Aglianico, Italian Red","Aglianico del Vulture, Southern Italy, Italy",Lucania,13.5%,750 ml,Red,11/1/2008,Not rated yet [Add Your Review],Ideal Wine and Spirits,
624,Château Beynat 2012 Cuvée Léonard  (Castillon Côtes de Bordeaux),Roger Voss,"Fresh and fruity, this is already very drinkable. Tannins could soften further, but the bright red fruits and acidity are juicy enough already. The mineral texture and fragrant aftertaste form a balanced combination. This cuvée is selected from plots on the Beynat property.",87,$26,Cuvée Léonard,Bordeaux-style Red Blend,"Castillon Côtes de Bordeaux, Bordeaux, France",Château Beynat,N/A,750 ml,Red,12/31/2014,Not rated yet [Add Your Review],"Metropolis Wine Merchants, Inc",
625,Amayna 2019 Estate Bottled Sauvignon Blanc (Leyda Valley),Michael Schachner,"Tangy aromas of zesty citrus, sea brine and fresh herbs open this Leyda Valley SB that has emerged as one of Chile's most consistently excellent Sauvignon Blancs. Green-melon, thyme and citrus flavors extend across a clean, stony, acid-driven finish. This was made for seafood dishes dressed in olive oil and lemon juice.",91,$25,Estate Bottled,Sauvignon Blanc,"Leyda Valley, Chile",Amayna,14%,750 ml,White,9/1/2020,Not rated yet [Add Your Review],Vine Connections,Editors' Choice
626,Patriarche Père et Fils 2013 Fourchaume Premier Cru  (Chablis),Roger Voss,"Soft and buttery, this wine is smooth and creamy with hints of citrus and a tangy backdrop. With a lightly toasty edge, the wine finishes more tightly than it starts. Drink now.",88,$37,Fourchaume Premier Cru,Chardonnay,"Chablis, Burgundy, France",Patriarche Père et Fils,12.5%,750 ml,White,10/1/2016,Not rated yet [Add Your Review],Barton & Guestier USA,
627,La Val 2011 La Val Sobre Lías Albariño (Rías Baixas),Michael Schachner,"Oily, briny, waxy aromas reflect aging and extended time on lees, both of which this wine has been through. Piercing acidity keeps things in balance, while oxidized flavors of corn and salted peach finish strong and slightly bitter. This unique style of Albariño is not for everyone.",88,$33,La Val Sobre Lías,Albariño,"Rías Baixas, Galicia, Spain",La Val,13%,750 ml,White,4/1/2018,Not rated yet [Add Your Review],Polaner Selections,
628,Vignerons de Buxy 2009 Les Chaniots Premier Cru  (Montagny),Roger Voss,"Rich and full, the wood and yellow fruit flavors are well integrated with the ripe acidity. Generous as well as elegant, it's a wine to drink now.",88,$25,Les Chaniots Premier Cru,Chardonnay,"Montagny, Burgundy, France",Vignerons de Buxy,13%,750 ml,White,11/1/2012,Not rated yet [Add Your Review],Grape Expectations (CA),
629,Bautista Simona 2007 Reserva Malbec (Mendoza),Michael Schachner,"Fairly jumpy and foxy on the nose, but underneath you'll find zippy red fruit and gumball sweetness. The palate has a syrupy feel with decent tannins and a pedestrian structure. Tastes sweet, ripe and candied, with mild raisin on the finish.",84,$15,Reserva,Malbec,"Mendoza, Mendoza Province, Argentina",Bautista Simona,13.9%,750 ml,Red,2/1/2010,Not rated yet [Add Your Review],ARGCA Imports,
630,Fox Run 2010 Riesling 10 Lake Dana Vineyard Riesling (Finger Lakes),Anna Lee C. Iijima,"Vibrant lemon- and lime-zest notes make this off-dry Riesling brisk and bright. Chalky minerality and a saline tone add depth, and there is a pleasantly bitter lemon-peel note that lingers on the finish.",89,$30,Riesling 10 Lake Dana Vineyard,Riesling,"Finger Lakes, Finger Lakes, New York, US",Fox Run,11%,750 ml,White,4/1/2013,Not rated yet [Add Your Review],,
631,Campus Oaks 2012 Old Vine Zinfandel (Lodi),Jim Gordon,"Although it tastes a bit on the sweet side, there is no denying the simple freshness and drinkability of this supple, medium-bodied wine. It has light maple-syrup aromas and fresh strawberry flavors.",86,$15,Old Vine,Zinfandel,"Lodi, Central Valley, California, US",Campus Oaks,14.5%,750 ml,Red,3/1/2016,Not rated yet [Add Your Review],,
632,St. Innocent 2016 Freedom Hill Vineyard Pinot Blanc (Willamette Valley),Paul Gregutt,"This delicious, sexy wine impresses with its leesy, textural mouthfeel, its mountain spring freshness, it's crisp lemon and grapefruit flavors, and its underlying minerality. One-quarter was fermented in neutral French oak, the rest in stainless steel. A dash of minty wintergreen trails the finish.",92,$22,Freedom Hill Vineyard,Pinot Blanc,"Willamette Valley, Willamette Valley, Oregon, US",St. Innocent,14%,750 ml,White,1/1/2020,Not rated yet [Add Your Review],,Editors' Choice
633,Montes 2009 Alpha Chardonnay (Casablanca Valley),Michael Schachner,"A little flat and resiny on first take, with a lot of toast and oaky sweetness to the nose. The palate is propped up by citrusy acidity, which adds snap to an otherwise creamy and resiny palate with sweet fruit and spice flavors. Citrusy acids are the key to keeping this oaky wine's head above water.",88,$24,Alpha,Chardonnay,"Casablanca Valley, Chile",Montes,14%,750 ml,White,12/1/2011,Not rated yet [Add Your Review],Guarachi Wine Partners,
634,Lieb 2005 Blanc de Blancs Pinot Blanc Brut Sparkling (North Fork of Long Island),Susan Kostrzewa,"Refreshing and mouthwatering, this wine offers aromas of lemon, citrus and vanilla and an overall clean, elegant palate. Perfect for fresh salads, seafood, poultry.",89,$35,Blanc de Blancs Pinot Blanc Brut,"Sparkling Blend, Sparkling","North Fork of Long Island, Long Island, New York, US",Lieb,12.5%,750 ml,Sparkling,12/31/2009,Not rated yet [Add Your Review],,
635,Ricossa 2007  Barolo,,"There's a subdued, easy quality to the bouquet, encompassing aromas of wild berry, ginger, cola and leather. The finish is smooth, fine and slightly chewy.",88,$40,,Nebbiolo,"Barolo, Piedmont, Italy",Ricossa,13.5%,750 ml,Red,9/1/2012,Not rated yet [Add Your Review],Touchstone Wines,
636,Basel Cellars 2013 Estate Double River Vineyard Syrah (Walla Walla Valley (WA)),Sean P. Sullivan,"Bright aromas of smoke, green olive, flowers, roasted meat, toast and huckleberry are followed by ripe full-bodied fruit and barrel flavors. A lightly creamy feel heightens the interest.",90,$32,Estate Double River Vineyard,Syrah,"Walla Walla Valley (WA), Columbia Valley, Washington, US",Basel Cellars,15.07%,750 ml,Red,12/31/2016,Not rated yet [Add Your Review],,
637,Domaine Carneros 2004 Le Rêve Blanc de Blancs Sparkling (Carneros),,"A superb bubbly, almost entirely comprised of Chardonnay, with 2% Pinot Blanc. It's super-sophisticated, with that elegantly dry, crisp, yeasty feeling associated only with the best sparkling wines. Shows its California origins in the ripe lemon, lime and strawberry flavors that flatter, then pull back into a closure of minerals and spice. A great wine, although the mousse could be finer.",94,$85,Le Rêve Blanc de Blancs,"Sparkling Blend, Sparkling","Carneros, Napa-Sonoma, California, US",Domaine Carneros,12.5%,750 ml,Sparkling,9/1/2010,Not rated yet [Add Your Review],,
638,Château de Montfort 2019 Demi-Sec  (Vouvray),Roger Voss,"An attractive, spicy and lemony wine, this is off dry in style. Softly textured, hinting at honeyed fruits, the wine is ready to drink.",87,N/A,Demi-Sec,Chenin Blanc,"Vouvray, Loire Valley, France",Château de Montfort,12%,750 ml,White,7/1/2020,Not rated yet [Add Your Review],Taub Family Selections,
639,Duca di Saragnano 2016 Governo all'Uso Toscano  (Chianti),Kerin O’Keefe,"Scorched earth, truffle and dark-skinned fruit aromas emerge on the nose of this wine. The straightforward palate delivers black currant, cedar and vanilla flavors alongside round tannins. Drink soon.",87,$13,Governo all'Uso Toscano,"Red Blends, Red Blends","Chianti, Tuscany, Italy",Duca di Saragnano,13.5%,750 ml,Red,7/1/2018,Not rated yet [Add Your Review],Pazzione Imports,
640,Eagle Canyon 2013 Cabernet Sauvignon (California),Jim Gordon,"It's nice to find a smooth, full-bodied Cab that's not too tart or tannic, and has enough pleasant, plummy flavors to pair well with burgers, burritos or fried chicken. The flavors have an almost sweet touch of oak, especially on the finish.",86,$13,,Cabernet Sauvignon,"California, California Other, California, US",Eagle Canyon,14.5%,750 ml,Red,11/1/2015,Not rated yet [Add Your Review],,
641,Cap Wine 2010 Barco Negro Red (Douro),Roger Voss,"This is a delicious, fruity wine, full of black fruits and soft tannins. The wine is forward, and ripe, and demands to be drunk now. Have it with a barbecue.",87,$15,Barco Negro,Portuguese Red,"Douro, Portugal",Cap Wine,13.5%,750 ml,Red,8/1/2013,Not rated yet [Add Your Review],Vignobles LVDH USA,
642,Seacampo 2014 Casa Américo Red (Dão),Roger Voss,"This ripe wine, with its rich tannins and smooth texture, is delicious. Balanced and soft, it's a ripe blend of Tinta Roriz, Touriga Nacional and Jaen. With blackberry and black-currant flavors, it is fruity. It has no wood aging, although there's some final spice from the fruit. Drink now.",87,$13,Casa Américo,Portuguese Red,"Dão, Portugal",Seacampo,13%,750 ml,Red,4/1/2018,Not rated yet [Add Your Review],Aidil Wines/Old World Import,
643,Bründlmayer 2016 Terrassen Grüner Veltliner (Kamptal),Anne Krebiehl MW,"Pure notes of Conference pear appear with the first whiff on the nose and then stay throughout the palate. They are joined by bright and zesty lemon freshness on a concentrated yet very streamlined body. A touch of spritz accentuates that bright lemon and green-pear delicacy even more. Very fresh, very invigorating, it's totally delicious.",92,$21,Terrassen,Grüner Veltliner,"Kamptal, Austria",Bründlmayer,12.5%,750 ml,White,9/1/2017,Not rated yet [Add Your Review],Terry Theise Estate Selections,
644,Loimer 2017 Ried Heiligenstein Riesling (Kamptal),Anne Krebiehl MW,"Yeasty, reductive funk still dominates the nose and lets none of the fruit shine through—but is nonetheless promising. The mellow palate also showcases yeasty notes, but here they are salty and textural, mixed in with an apple and lemon freshness that draws attention to the concentration on the creamy, textured palate. This is a wine that still needs to come out of its shell, but what lies in wait is racy, zesty and interesting. Drink 2025–2040.",95,$90,Ried Heiligenstein,Riesling,"Kamptal, Austria",Loimer,13.5%,750 ml,White,3/1/2020,Not rated yet [Add Your Review],Craft + Estate–Winebow,
645,Domaine de l'Evêché 2016 Les Murgers  (Mercurey),Roger Voss,"Spicy and nutty, this wine is now ready to drink. It has a soft, toasty character that is lit by smokiness as well as acidity. Drink this ripe, full wine now.",88,N/A,Les Murgers,Chardonnay,"Mercurey, Burgundy, France",Domaine de l'Evêché,N/A,750 ml,White,4/1/2019,Not rated yet [Add Your Review],Estate Wines,
646,Lumos 2013 Temperance Hill Vineyard Gewürztraminer (Eola-Amity Hills),Paul Gregutt,"Very little of this dry, lightly fruity wine is produced. It's fruit more than flower that you'll taste here—melon, peach, and a suggestion of guava. It's fresh and ready to drink right now.",88,$19,Temperance Hill Vineyard,Gewürztraminer,"Eola-Amity Hills, Willamette Valley, Oregon, US",Lumos,12.3%,750 ml,White,8/1/2014,Not rated yet [Add Your Review],,
647,Oriel 2002 Midnight Rambler Cabernet Sauvignon (Rutherford),,"This ripe, forward Cab is extracted in fruit, and made soft in the modern style. It displays flavors of black cherries and cassis, with vanilla and char from oak, and a sweet herb note. Almost sweet, but fundamentally dry, it's a nice steak wine.",87,$30,Midnight Rambler,Cabernet Sauvignon,"Rutherford, Napa, California, US",Oriel,N/A,750ML,Red,11/1/2005,Not rated yet [Add Your Review],,
648,Vietti 2011 Perbacco Nebbiolo (Langhe),Kerin O’Keefe,"Aromas of toasted oak, coffee and dried black fruit lead the nose. The palate offers sour cherry, espresso, dried sage and ground green pepper but there's not enough fruit richness to stand up to the astringent wood tannins that leave a mouth-drying finish.",86,$30,Perbacco,Nebbiolo,"Langhe, Piedmont, Italy",Vietti,14.5%,750 ml,Red,12/31/2014,90 [Add Your Review],Dalla Terra Winery Direct,
649,Gunter Triebaumer 2008 Sauvignon Blanc (Burgenland),Roger Voss,"A definite improvement on the 2007 version of this wine, it shows some herbaceous character, along with ripe apricot and pear fruits. There's a touch of spice as well, which adds character. Screwcap.",85,$18,,Sauvignon Blanc,"Burgenland, Austria",Gunter Triebaumer,13%,750 ml,White,7/1/2009,Not rated yet [Add Your Review],Magellan Wine Imports,
650,Domaine de Colonat 2018  Régnié,Roger Voss,This old-vine wine has considerable youthful acidity and a core of firm tannins. Both those elements suggest a wine that needs to soften through aging. Drink from late 2020.,88,$24,,Gamay,"Régnié, Beaujolais, France",Domaine de Colonat,13.5%,750 ml,Red,4/1/2020,Not rated yet [Add Your Review],"Fruit of the Vines, Inc",
651,Melville 2003 Estate Syrah (Santa Barbara County),,"So pretty and polished, with such an attractive aroma. Light, delicately structured, yet powerful in raspberry and cherry fruit, gingerbread and vanilla. Just a lovely glass of red wine to drink now.",89,$20,Estate,Syrah,"Santa Barbara County, Central Coast, California, US",Melville,N/A,750 ml,Red,11/1/2006,Not rated yet [Add Your Review],,
652,Schloss Lieser 2016 Thomas Haag Wehlener Sonnenuhr Spätlese Riesling (Mosel),Anna Lee C. Iijima,"Loads of pink grapefruit, lychee and peach are rimmed by a margarita-like edge of salt and lime here. While spry and invigorating, it's a sunnier expression of spätlese than the producer's Niederberg Helden bottling. Bold strikes of smoke and struck flint lend gravitas to the finish. Delicious already but it's likely to improve through 2026 and further.",93,$40,Thomas Haag Wehlener Sonnenuhr Spätlese,Riesling,"Mosel, Germany",Schloss Lieser,7.5%,750 ml,White,6/1/2018,Not rated yet [Add Your Review],Rudi Wiest Selections,
653,Yves Cuilleron 2002 Ayguets  (Condrieu),Roger Voss,"Condrieu also comes in a rarer, sweet style, and here it is, in a wine that is both opulent and exotic. This cuvée de prestige is sweet, certainly, but it has layers of dry botrytis which give it balance. There's also acidity to give the wine a final lift.",90,$80,Ayguets,Viognier,"Condrieu, Rhône Valley, France",Yves Cuilleron,N/A,500ML,Dessert,2/1/2005,Not rated yet [Add Your Review],Rosenthal Wine Merchant,
