,taster,desc,rating,Price,Designation,Variety,Appellation,Winery,Alcohol,Bottle Size,Category,Date Published,User Avg Rating,Importer,badge
238,Roger Voss,"Freshly perfumed wine with flavors of spice, tropical fruits, quince and apricots. This is a light, lively wine, great for an aperitif.",87,$16,Steirische Klassik,"Gelber Muskateller, Other White","Südoststeiermark, Austria",Neumeister,11.5%,750 ml,White,8/1/2008,Not rated yet [Add Your Review],Morandell Imports,
239,Alexander Peartree,"A savory, meaty nose mixes with allspice and floral highlights in this Primitivo and Cabernet Sauvignon blend. The medium-bodied palate is racy in feel, broadened out by some red berry tones yet ultimately held in check by a tangy mineral streak. Soft tannins give this an easygoing appeal. Drink now.",87,$22,Delezzjúse,"Primitivo-Cabernet Sauvignon, Red Blends","Puglia, Southern Italy, Italy",Madia,14%,750 ml,Red,4/1/2019,Not rated yet [Add Your Review],SPW Importers,
240,Jim Gordon,"This wine has rich, almost sweet fruit aromas and vivid fruit flavors generously accented by clove, cinnamon and other spicy oak influences. The wine has full body, firm and supportive tannins and a lingering spiced-fruit finish. Best drink it after 2018 when the flavors will have married together.",92,$58,Weir Vineyard,Pinot Noir,"Yorkville Highlands, North Coast, California, US",Williams Selyem,13.8%,750 ml,Red,5/1/2016,Not rated yet [Add Your Review],,Editors' Choice
241,Paul Gregutt,"This value-oriented release spent time in one-fifth new oak, and it shows nicely in the nose and the flavor. Ample red fruits are coated with sweet toast and a touch of ginger cookie. The wine has excellent length and polish, especially at this price point.",88,$20,Elkton Cuvée,Pinot Noir,"Elkton Oregon, Southern Oregon, Oregon, US",River's Edge,14.7%,750 ml,Red,4/1/2017,Not rated yet [Add Your Review],,Editors' Choice
242,,"Lusty and ripe, this big, exuberant Zinfandel brims with black currant, red cherry, plum, chocolate, anise and cedar flavors, leading to a long, spicy finish. It's an easy wine to drink, but also shows some real complexity.",88,$28,Reserve Old Vine,Zinfandel,"Lodi, Central Valley, California, US",Ironstone,14.5%,750 ml,Red,4/1/2009,Not rated yet [Add Your Review],,
243,Joe Czerwinski,"Te Awa's 2007 Syrah is a ripe, chunky example, with chocolate and plum notes leading the way, followed at some distance by hints of baking spices. It's firm and slightly dusty on the finish, yet mouthwatering at the same time.",89,$30,,Syrah,"Hawke's Bay, New Zealand",Te Awa,14.2%,750 ml,Red,9/1/2011,Not rated yet [Add Your Review],RO Imports LLC,
244,Paul Gregutt,"Spicy cherry aromatics carry a touch of tack room leather. Those flavors follow, leading into drying tannins with a dash of dark chocolate. The wine seems a little confused about where it's heading, but it packs plenty of flavor at the moment. Drink up.",87,$28,Delfino Vineyard,"Dolcetto, Italian Red","Umpqua Valley, Southern Oregon, Oregon, US",Seufert,13.1%,750 ml,Red,8/1/2017,Not rated yet [Add Your Review],,
245,Roger Voss,This walled vineyard in the Côte Chalonnaise forms part of the 12-acre Domaine de la Ferté. The wine has structure with some firm tannins behind the ripe berry and crisp cherry fruits. It is developing well although it will need some more time. Drink from 2020.,90,$38,Domaine de la Ferté Clos de Mortières,Pinot Noir,"Givry, Burgundy, France",Domaines Devillard,13%,750 ml,Red,11/1/2017,Not rated yet [Add Your Review],AP Wine Imports,
246,Roger Voss,"This is a firmly structured wine that's powerful and rich. A dark, brooding quality powers the complex balance between fruit and tannins. It has the potential to be a beautiful, ripe, impressive wine with a strong sense of minerality. Drink from 2018.",91,$30,VZ Van Zellers,Portuguese Red,"Douro, Portugal",Lemos & Van Zeller,14%,750 ml,Red,6/1/2015,Not rated yet [Add Your Review],Vinum Wine Importing and Distributing LLC,
247,Sean P. Sullivan,"This wine is a blend of fruit from Laura Lee Vineyard on the Royal Slope and Boushey in Yakima Valley. There's no mistaking the variety, with its vibrant aromas of citrus zest, fresh herb, kiwi and white and pink grapefruit, with intriguing mineral notes throughout. The kiwi and tropical and citrus flavors play perfectly off one another, with the palate bringing a sense of volume and length. It has a big-time yum factor.",91,$24,,Sauvignon Blanc,"Columbia Valley (WA), Columbia Valley, Washington, US",Matthews,13.9%,750 ml,White,12/31/2019,Not rated yet [Add Your Review],,Editors' Choice
248,,"A bit sharp and minty, but with its base of raspberries, cherries and crisp acids It's okay for everyday purposes.",83,$9,Valley Oaks,Zinfandel,"California, California Other, California, US",Fetzer,13.5%,750 ml,Red,11/1/2007,Not rated yet [Add Your Review],,
249,Michael Schachner,"Saturated in color and quite big, with penetrating aromas that scream of youth and exuberance. There's sun-drenched ripe-berry flavors and some big tannins that result in a grippy mouthfeel and ultimately a starched palate. Drink with cheeseburgers, London broil and the like. Best Buy.",85,$7,,Cabernet Sauvignon,"Cachapoal Valley, Chile",La Palma,13.5%,750ML,Red,7/1/2003,Not rated yet [Add Your Review],Viña La Rosa USA,Best Buy
250,Alexander Peartree,"While the nose has a persistent apple cider quality, the palate brings a bit more nuance, with unripe peach and sweet-and-sour lemon flavors.",83,$15,,Riesling,"Leelanau Peninsula, Michigan, US",Good Harbor,12%,750 ml,White,4/1/2015,Not rated yet [Add Your Review],,
251,Michael Schachner,"Full, fresh and bright Malbec with only the good stuff that has made this variety so popular. The color is lusty, the aromas fruity and clean, and the feel is forward with proper body and acids. Tastes like pure wild raspberry and black cherry, with hints of vanilla and oak. Appealing in every way.",89,$15,,Malbec,"Mendoza, Mendoza Province, Argentina",Tapiz,13.8%,750 ml,Red,5/1/2011,Not rated yet [Add Your Review],Vino Del Sol,
252,,"Amarone Capitel de' Roari delivers a crisp, lean expression that showcases Valpolicella winemaking tradition. The only out-of-place elements are the oak shadings that comes across as toasted nut, leather and dried tobacco.",87,$35,Capitel de' Roari,"Corvina, Rondinella, Molinara, Italian Red","Amarone della Valpolicella Classico, Veneto, Italy",Luigi Righetti,14.5%,750 ml,Red,2/1/2011,Not rated yet [Add Your Review],Prestige Wine Imports Corp,
253,Kerin O’Keefe,"Aromas of wild, dark-skinned berry and ground pepper follow over to the simple, light-bodied palate along with licorice and a confectionary note. It has soft, fleeting tannins so drink soon.",85,$7,,"Red Blends, Red Blends","Chianti, Tuscany, Italy",Coli,12.5%,750 ml,Red,4/1/2019,Not rated yet [Add Your Review],"8 Vini, Inc",Best Buy
254,Anne Krebiehl MW,"Appetizing notes of rose petal, peach and orange-peel on the nose of this wine promise perfumed richness. The palate presents this peach and rose with medium sweetness and orange freshness. It's fresh and medium dry on the finish.",88,$19,The Furst,"Gewürztraminer, Gewürztraminer","Alsace, Alsace, France",Dopff Au Moulin,13.5%,750 ml,White,10/1/2020,Not rated yet [Add Your Review],Multiple U.S. importers,
255,Roger Voss,"This wine is rustic, with a metallic edge that is not attractive. Its tannins will soften into a simple wine with red-fruit flavors.",84,$17,Séquoia,Bordeaux-style Red Blend,"Sainte-Foy Côtes de Bordeaux, Bordeaux, France",Château Carbonneau,14%,750 ml,Red,3/1/2020,Not rated yet [Add Your Review],Vin Colorado Imports,
256,Anna Lee C. Iijima,"This full-bodied Chardonnay offers an abundance of fresh apple and blossom notes juxtaposed by darker, savory tones of dust and reed. Citrusy acidity lends lift, leading a surprisingly zesty finish.",85,$13,Oughterson Family Estates Cuvée Blanc,Chardonnay,"Seneca Lake, Finger Lakes, New York, US",Highland Cellars,13.4%,750 ml,White,7/1/2016,Not rated yet [Add Your Review],,
257,Roger Voss,"A soft, almost off dry wine that is full in the mouth. It has caramel and spice flavors as well as light acidity. The wine feels weighty and definitely needs food.",85,$12,Réserve,Rosé,"Côtes du Rhône, Rhône Valley, France",Cellier des Dauphins,13%,750 ml,Rose,9/1/2016,Not rated yet [Add Your Review],Monsieur Touton Selection Ltd,
258,Kerin O’Keefe,"Blue flower, crushed black cherry and spice aromas lead the nose on this lushly textured wine. The thick palate doles out mature black cherry, plum, raisin and black pepper aromas alongside velvety tannins. It closes on a licorice note. Drink through 2020.",90,$55,Leone Zardini Riserva,"Red Blends, Red Blends","Amarone della Valpolicella, Veneto, Italy",Pietro Zardini,16%,750 ml,Red,12/1/2014,Not rated yet [Add Your Review],Bacchus Cellar,
259,Kerin O’Keefe,"Wild berry and blue flower aromas lead the way while the light-bodied, simple palate offers suggestions of sour cherry and citrus. It closes on a note of bitter almond.",86,$15,Sangiovese,"Rosato, Rosé","Costa Toscana, Tuscany, Italy",Usiglian del Vescovo,12%,750 ml,Rose,7/1/2019,Not rated yet [Add Your Review],Wine Worldwide,
260,,"A flagship blend of Sauvignon, Friulano and Pinot Bianco, Cicinis is a golden, saturated wine with rich density and intense aromas of orange blossom, citrus, chestnut and creamy vanilla. There's a bitter almond note on the close and the wine delivers a soft, creamy mouthfeel.",90,$35,Cicinis,White Blend,"Collio, Northeastern Italy, Italy",Attems,13.5%,750 ml,White,8/1/2009,Not rated yet [Add Your Review],Folio Fine Wine Partners,
261,Roger Voss,"This wine lacks freshness, although it does have some attractive red berry flavors. Firm tannins and wood aging notes give the wine a drying aftertaste.",83,$19,Bargemone,"Red Blends, Red Blends","Coteaux d'Aix-en-Provence, Provence, France",Commanderie de la Bargemone,13.5%,750 ml,Red,3/1/2014,Not rated yet [Add Your Review],Hand Picked Selections,
262,Roger Voss,"The Quié family, owners of Crozet-Bages in Pauillac and Rauzan-Gassies in Margaux, live in this northern Haut-Médoc property. The 2010 is closed, firmly tannic and solidly structured. It feels chunky, and its black plum flavor is tightly packed.",89,N/A,,Bordeaux-style Red Blend,"Haut-Médoc, Bordeaux, France",Château Bel-Orme Tronquoy de Lalande,N/A,750 ml,Red,2/1/2013,Not rated yet [Add Your Review],Château Rauzan-Gassies,
263,Anne Krebiehl MW,"Hints of sultana and cooked quince reach the nose suggesting richness. The palate, however, responds with streamlined freshness, ripe fruit and depth and gives us concentration rather than richness. Tangy citrus zest frames notions of ripe apple and quince while shadows of dried fruit still haunt aromatically. The finish is clean, totally satisfying and dry. This is soaring but hearty stuff.",94,$34,Langenberg,"Alsace white blend, White Blend","Alsace, Alsace, France",Domaine Marcel Deiss,12.5%,750 ml,White,4/1/2017,Not rated yet [Add Your Review],Becky Wasserman Selections,
264,Joe Czerwinski,"An odd style that may not appeal to everyone, with apple and pineapple flavors marked by butter and vanilla. It's medium bodied, and picks up a hint of lemon on the finish.",84,$17,Maso Canali,Pinot Grigio,"Trentino, Northeastern Italy, Italy",Ecco Domani,12.8%,750ML,White,7/1/2003,Not rated yet [Add Your Review],Devries,
265,Anne Krebiehl MW,"A wonderfully subtle but aromatic nose combines appetizing notes of red apple, dried orange peel and a hint of yeast. These flavors combine into the most charming, easy-drinking but textured white wine. This strikes a wonderful balance between an aromatic, almost plump richness of aroma and a sprightly, fresh but concentrated palate. The edges show appetizing white pepper and orange zest. This is highly unusual (this grape represents just 0.4% of Austria's vineyards) but all the more joyous for it.",91,$24,Hofweingarten,"Roter Veltliner, Other White","Wagram, Austria",Leth,12.5%,750 ml,White,7/1/2016,Not rated yet [Add Your Review],Domaine Select Wine & Spirits,
266,Roger Voss,"For those with a classical bent, Clos Teddi is named after Thetis, sea goddess and mother of Achilles. This rosé, appropriately, summons up lunch by the ocean, with its crisp, fresh, dry strawberry and pink grapefruit flavors, just touched by caramel.",85,$25,Rosé,"Red Blends, Red Blends","Patrimonio, France",Clos Teddi,12.8%,750 ml,Rose,11/1/2008,Not rated yet [Add Your Review],Bourgeois Family Selections,
267,Roger Voss,"A high amount of toast currently dominates this wine. Texturally, it is minerally, citric and tight, and its grapefruit and toast notes mingle with its intense acids. Because of its structure, this needs to age for at least three years.",91,N/A,En Remilly Premier Cru,Chardonnay,"Saint-Aubin, Burgundy, France",Olivier Leflaive,13%,750 ml,White,4/1/2013,Not rated yet [Add Your Review],1_Not Imported into US,
268,Kerin O’Keefe,"Rose, violet, black raspberry, wild cherry and espresso aromas lead the nose. The juicy fruit palate is accented with notes of sweet cake spices and supported by lithe tannins. Enjoy soon.",87,$20,Dogana,"Red Blends, Red Blends","Rosso di Montepulciano, Tuscany, Italy",Palazzo Vecchio,13.5%,750 ml,Red,11/1/2014,Not rated yet [Add Your Review],Golden Ram Imports,
269,,"Graham cracker and lemon aromas weave into the brioche and porcini undertones. Graceful in weight, this bears a frothy bead that lends the palate tension. Aged on lees for 36 months.",87,$35,SP Blanc de Noir Brut,Pinot Noir,"Monticello, Virginia, US",Trump,12%,750 ml,Sparkling,10/1/2014,Not rated yet [Add Your Review],,
270,Michael Schachner,"There's not much difference between this wine and the label's less expensive Brandal. This is a bit richer, with chunky melon aromas and peach melba flavors. But it may suffer a bit from additional ripeness and lower acidity. For best results, get at it fast.",87,$25,,Albariño,"Rías Baixas, Galicia, Spain",Adegas D'Altamira,13.5%,750 ml,White,8/1/2007,Not rated yet [Add Your Review],Quintessential Wines,
271,Roger Voss,"There's a light, salty texture to this rich, wood-aged wine. It's the top of the line for Michel Redde, giving a rich wine that's touched by toast as well as full apple and tropical fruit flavors. It is likely to be ready to drink in 2015.",93,$43,Cuvée Majorum,Sauvignon Blanc,"Pouilly-Fumé, Loire Valley, France",Michel Redde et Fils,13%,750 ml,White,10/1/2014,Not rated yet [Add Your Review],Kobrand,
